liste,nomNuance,nuance,annee,election,tour,region,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
Alain FÉDÈLE,Divers,LDIV,2015,Régionales,1,84,5310770,2597323,2507815,21723,Régionales12015,0.87,48.91,1.69,Gris,#E0E0E0
Alain PARISOT,Divers,LDIV,2015,Régionales,1,52,2664831,1331536,1268942,16022,Régionales12015,1.26,49.97,2.35,Gris,#E0E0E0
Charles-Henri GALLOIS,Divers,LDIV,2015,Régionales,1,27,1996679,1009561,962968,8835,Régionales12015,0.92,50.56,2.33,Gris,#E0E0E0
Daniel ROMANI,Divers,LDIV,2015,Régionales,1,93,3526091,1831409,1775257,10752,Régionales12015,0.61,51.94,1.59,Gris,#E0E0E0
David APPADOO,Divers,LDIV,2015,Régionales,1,04,625471,278009,265794,1264,Régionales12015,0.48,44.45,1.95,Gris,#E0E0E0
David WENTZEL,Divers,LDIV,2015,Régionales,1,44,3885530,1861600,1777643,19171,Régionales12015,1.08,47.91,2.16,Gris,#E0E0E0
Dawari HORSFALL,Divers,LDIV,2015,Régionales,1,11,7087089,3252700,3153293,7096,Régionales12015,0.23,45.9,1.4,Gris,#E0E0E0
Eric MASCARO,Divers,LDIV,2015,Régionales,1,32,4237839,2322851,2236792,14345,Régionales12015,0.64,54.81,2.03,Gris,#E0E0E0
François ASSELINEAU,Divers,LDIV,2015,Régionales,1,11,7087089,3252700,3153293,29755,Régionales12015,0.94,45.9,1.4,Gris,#E0E0E0
Jean-Christophe LOUTRE,Divers,LDIV,2015,Régionales,1,28,2390813,1194273,1144411,10641,Régionales12015,0.93,49.95,2.09,Gris,#E0E0E0
Jean-François GOURVENEC,Divers,LDIV,2015,Régionales,1,53,2421863,1249241,1202276,10412,Régionales12015,0.87,51.58,1.94,Gris,#E0E0E0
Mathias PAYET,Divers,LDIV,2015,Régionales,1,04,625471,278009,265794,3895,Régionales12015,1.47,44.45,1.95,Gris,#E0E0E0
Nathalie JOS,Divers,LDIV,2015,Régionales,1,02,310723,127716,120629,3868,Régionales12015,3.21,41.1,2.28,Gris,#E0E0E0
Nizarr BOURCHADA,Divers,LDIV,2015,Régionales,1,11,7087089,3252700,3153293,12528,Régionales12015,0.4,45.9,1.4,Gris,#E0E0E0
Sylvain DE SMET,Divers,LDIV,2015,Régionales,1,11,7087089,3252700,3153293,9547,Régionales12015,0.3,45.9,1.4,Gris,#E0E0E0
Thierry FOUQUIAU,Divers,LDIV,2015,Régionales,1,24,1817345,900317,859957,12759,Régionales12015,1.48,49.54,2.22,Gris,#E0E0E0
William DOUET,Divers,LDIV,2015,Régionales,1,75,4269146,2175973,2068865,19050,Régionales12015,0.92,50.97,2.51,Gris,#E0E0E0
Yvan HIRIMIRIS,Divers,LDIV,2015,Régionales,1,76,4124642,2154655,2053576,14601,Régionales12015,0.71,52.24,2.45,Gris,#E0E0E0
Alain PAGANO,Parti communiste français,LCOM,2015,Régionales,1,52,2664831,1331536,1268942,42305,Régionales12015,3.33,49.97,2.35,Rouge,#EE4A40
Cécile CUKIERMAN,Parti communiste français,LCOM,2015,Régionales,1,84,5310770,2597323,2507815,135274,Régionales12015,5.39,48.91,1.69,Rouge,#EE4A40
Fabien ROUSSEL,Parti communiste français,LCOM,2015,Régionales,1,32,4237839,2322851,2236792,119081,Régionales12015,5.32,54.81,2.03,Rouge,#EE4A40
Mona CADOCE,Parti communiste français,LCOM,2015,Régionales,1,01,313433,147975,140454,1297,Régionales12015,0.92,47.21,2.4,Rouge,#EE4A40
Nicolas SANSU,Parti communiste français,LCOM,2015,Régionales,1,24,1817345,900317,859957,39453,Régionales12015,4.59,49.54,2.22,Rouge,#EE4A40
Alain PLAISIR,Divers gauche,LDVG,2015,Régionales,1,01,313433,147975,140454,2603,Régionales12015,1.85,47.21,2.4,Rose clair,#FFAECD
Alain PLAISIR,Divers gauche,LDVG,2015,Régionales,1,01,313433,147975,140454,2603,Régionales12015,1.85,47.21,2.4,Rose,#FF5E9A
Alain TIEN-LIONG,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,10926,Régionales12015,30.24,42.62,1.65,Rose clair,#FFAECD
Alain TIEN-LIONG,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,10926,Régionales12015,30.24,42.62,1.65,Rose,#FF5E9A
Alain TIEN-LIONG,Divers gauche,LDVG,2015,Régionales,2,03,88202,41149,38991,17695,Régionales22015,45.38,46.65,2.45,Rose clair,#FFAECD
Alain TIEN-LIONG,Divers gauche,LDVG,2015,Régionales,2,03,88202,41149,38991,17695,Régionales22015,45.38,46.65,2.45,Rose,#FF5E9A
Alexandra LECOEUR,Divers gauche,LDVG,2015,Régionales,1,28,2390813,1194273,1144411,8981,Régionales12015,0.78,49.95,2.09,Rose clair,#FFAECD
Alexandra LECOEUR,Divers gauche,LDVG,2015,Régionales,1,28,2390813,1194273,1144411,8981,Régionales12015,0.78,49.95,2.09,Rose,#FF5E9A
Ary CHALUS,Divers gauche,LDVG,2015,Régionales,1,01,313433,147975,140454,61173,Régionales12015,43.55,47.21,2.4,Rose clair,#FFAECD
Ary CHALUS,Divers gauche,LDVG,2015,Régionales,1,01,313433,147975,140454,61173,Régionales12015,43.55,47.21,2.4,Rose,#FF5E9A
Ary CHALUS,Divers gauche,LDVG,2015,Régionales,2,01,313433,179669,171277,98466,Régionales22015,57.49,57.32,2.68,Rose clair,#FFAECD
Ary CHALUS,Divers gauche,LDVG,2015,Régionales,2,01,313433,179669,171277,98466,Régionales22015,57.49,57.32,2.68,Rose,#FF5E9A
Chantal BERTHELOT,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,3067,Régionales12015,8.49,42.62,1.65,Rose clair,#FFAECD
Chantal BERTHELOT,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,3067,Régionales12015,8.49,42.62,1.65,Rose,#FF5E9A
Cyril JARNY,Divers gauche,LDVG,2015,Régionales,1,93,3526091,1831409,1775257,11276,Régionales12015,0.64,51.94,1.59,Rose clair,#FFAECD
Cyril JARNY,Divers gauche,LDVG,2015,Régionales,1,93,3526091,1831409,1775257,11276,Régionales12015,0.64,51.94,1.59,Rose,#FF5E9A
Daniel GROMAT,Divers gauche,LDVG,2015,Régionales,1,02,310723,127716,120629,1558,Régionales12015,1.29,41.1,2.28,Rose clair,#FFAECD
Daniel GROMAT,Divers gauche,LDVG,2015,Régionales,1,02,310723,127716,120629,1558,Régionales12015,1.29,41.1,2.28,Rose,#FF5E9A
Gilles FABRE,Divers gauche,LDVG,2015,Régionales,1,76,4124642,2154655,2053576,17093,Régionales12015,0.83,52.24,2.45,Rose clair,#FFAECD
Gilles FABRE,Divers gauche,LDVG,2015,Régionales,1,76,4124642,2154655,2053576,17093,Régionales12015,0.83,52.24,2.45,Rose,#FF5E9A
Huguette BELLO,Divers gauche,LDVG,2015,Régionales,2,04,625440,345747,329488,155896,Régionales22015,47.31,55.28,2.6,Rose clair,#FFAECD
Huguette BELLO,Divers gauche,LDVG,2015,Régionales,2,04,625440,345747,329488,155896,Régionales22015,47.31,55.28,2.6,Rose,#FF5E9A
Jean-Charles ORSUCCI,Divers gauche,LDVG,2015,Régionales,1,94,229866,137143,133989,5532,Régionales12015,4.13,59.66,1.37,Rose clair,#FFAECD
Jean-Charles ORSUCCI,Divers gauche,LDVG,2015,Régionales,1,94,229866,137143,133989,5532,Régionales12015,4.13,59.66,1.37,Rose,#FF5E9A
Jean-Hugues RATENON,Divers gauche,LDVG,2015,Régionales,1,04,625471,278009,265794,4484,Régionales12015,1.69,44.45,1.95,Rose clair,#FFAECD
Jean-Hugues RATENON,Divers gauche,LDVG,2015,Régionales,1,04,625471,278009,265794,4484,Régionales12015,1.69,44.45,1.95,Rose,#FF5E9A
Jean-Marie TAUBIRA,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,349,Régionales12015,0.97,42.62,1.65,Rose clair,#FFAECD
Jean-Marie TAUBIRA,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,349,Régionales12015,0.97,42.62,1.65,Rose,#FF5E9A
Jean-Pierre MASSERET,Divers gauche,LDVG,2015,Régionales,2,44,3885868,2293374,2189981,339756,Régionales22015,15.51,59.02,2.66,Rose clair,#FFAECD
Jean-Pierre MASSERET,Divers gauche,LDVG,2015,Régionales,2,44,3885868,2293374,2189981,339756,Régionales22015,15.51,59.02,2.66,Rose,#FF5E9A
Joseph BOUSSION,Divers gauche,LDVG,2015,Régionales,1,75,4269146,2175973,2068865,38315,Régionales12015,1.85,50.97,2.51,Rose clair,#FFAECD
Joseph BOUSSION,Divers gauche,LDVG,2015,Régionales,1,75,4269146,2175973,2068865,38315,Régionales12015,1.85,50.97,2.51,Rose,#FF5E9A
Line LÉTARD,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,2565,Régionales12015,7.1,42.62,1.65,Rose clair,#FFAECD
Line LÉTARD,Divers gauche,LDVG,2015,Régionales,1,03,88183,37585,36130,2565,Régionales12015,7.1,42.62,1.65,Rose,#FF5E9A
Nicolas PEREIRA,Divers gauche,LDVG,2015,Régionales,1,75,4269146,2175973,2068865,24964,Régionales12015,1.21,50.97,2.51,Rose clair,#FFAECD
Nicolas PEREIRA,Divers gauche,LDVG,2015,Régionales,1,75,4269146,2175973,2068865,24964,Régionales12015,1.21,50.97,2.51,Rose,#FF5E9A
Patrick LEBRETON,Divers gauche,LDVG,2015,Régionales,1,04,625471,278009,265794,18919,Régionales12015,7.12,44.45,1.95,Rose clair,#FFAECD
Patrick LEBRETON,Divers gauche,LDVG,2015,Régionales,1,04,625471,278009,265794,18919,Régionales12015,7.12,44.45,1.95,Rose,#FF5E9A
Paul GIACOBBI,Divers gauche,LDVG,2015,Régionales,1,94,229866,137143,133989,24686,Régionales12015,18.42,59.66,1.37,Rose clair,#FFAECD
Paul GIACOBBI,Divers gauche,LDVG,2015,Régionales,1,94,229866,137143,133989,24686,Régionales12015,18.42,59.66,1.37,Rose,#FF5E9A
Paul GIACOBBI,Divers gauche,LDVG,2015,Régionales,2,94,229824,154042,149526,42607,Régionales22015,28.49,67.03,1.96,Rose clair,#FFAECD
Paul GIACOBBI,Divers gauche,LDVG,2015,Régionales,2,94,229824,154042,149526,42607,Régionales22015,28.49,67.03,1.96,Rose,#FF5E9A
