,liste,nom_liste,nuance,annee,election,tour,region,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
482,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,32,4241887,3316694,3232524,160721,Présidentielles12017,4.97,78.19,1.98,Bleu marine,#0C295A
483,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,44,3873402,3047571,2971625,182200,Présidentielles12017,6.13,78.68,1.96,Bleu marine,#0C295A
484,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,52,2705170,2252699,2191921,109842,Présidentielles12017,5.01,83.27,2.25,Bleu marine,#0C295A
485,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,53,2453683,2048612,2000330,87928,Présidentielles12017,4.4,83.49,1.97,Bleu marine,#0C295A
486,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,75,4329942,3483794,3389374,155581,Présidentielles12017,4.59,80.46,2.18,Bleu marine,#0C295A
487,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,76,4194937,3400379,3316240,135403,Présidentielles12017,4.08,81.06,2.01,Bleu marine,#0C295A
488,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,84,5416712,4297161,4187716,215883,Présidentielles12017,5.16,79.33,2.02,Bleu marine,#0C295A
489,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,93,3567740,2810838,2750937,119050,Présidentielles12017,4.33,78.78,1.68,Bleu marine,#0C295A
490,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,94,233656,158991,154376,4462,Présidentielles12017,2.89,68.04,1.98,Bleu marine,#0C295A
491,Nicolas DUPONT-AIGNAN,Debout la France,DLF,2017,Présidentielles,1,ROM,432238,186961,178413,4662,Présidentielles12017,2.61,43.25,1.98,Bleu marine,#0C295A
492,Philippe PETIT,Union des démocrates et indépendants,LUDI,2015,Régionales,1,02,310723,127716,120629,1818,Régionales12015,1.51,41.1,2.28,Bleu ciel,#39C3FF
493,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,01,316345,126651,112242,2300,Présidentielles12017,2.05,40.04,4.55,Rouge,#EE4A40
494,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,02,310812,123957,109264,3217,Présidentielles12017,2.94,39.88,4.73,Rouge,#EE4A40
495,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,03,92935,31925,26839,1405,Présidentielles12017,5.23,34.35,5.47,Rouge,#EE4A40
496,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,04,639481,375252,350480,4377,Présidentielles12017,1.25,58.68,3.87,Rouge,#EE4A40
497,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,06,83047,36187,33130,621,Présidentielles12017,1.87,43.57,3.68,Rouge,#EE4A40
498,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,11,7199231,5751509,5631456,45705,Présidentielles12017,0.81,79.89,1.67,Rouge,#EE4A40
499,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,24,1827657,1466892,1427614,16282,Présidentielles12017,1.14,80.26,2.15,Rouge,#EE4A40
500,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,27,2001725,1588715,1544962,18533,Présidentielles12017,1.2,79.37,2.19,Rouge,#EE4A40
501,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,28,2398182,1939818,1891428,23804,Présidentielles12017,1.26,80.89,2.02,Rouge,#EE4A40
502,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,32,4241887,3316694,3232524,33652,Présidentielles12017,1.04,78.19,1.98,Rouge,#EE4A40
503,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,44,3873402,3047571,2971625,34468,Présidentielles12017,1.16,78.68,1.96,Rouge,#EE4A40
504,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,52,2705170,2252699,2191921,26340,Présidentielles12017,1.2,83.27,2.25,Rouge,#EE4A40
505,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,53,2453683,2048612,2000330,27092,Présidentielles12017,1.35,83.49,1.97,Rouge,#EE4A40
506,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,75,4329942,3483794,3389374,49646,Présidentielles12017,1.46,80.46,2.18,Rouge,#EE4A40
507,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,76,4194937,3400379,3316240,35216,Présidentielles12017,1.06,81.06,2.01,Rouge,#EE4A40
508,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,84,5416712,4297161,4187716,43509,Présidentielles12017,1.04,79.33,2.02,Rouge,#EE4A40
509,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,93,3567740,2810838,2750937,21314,Présidentielles12017,0.77,78.78,1.68,Rouge,#EE4A40
510,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,94,233656,158991,154376,1374,Présidentielles12017,0.89,68.04,1.98,Rouge,#EE4A40
511,Philippe POUTOU,Nouveau Parti Anticapitaliste,NPA,2017,Présidentielles,1,ROM,432238,186961,178413,2236,Présidentielles12017,1.25,43.25,1.98,Rouge,#EE4A40
